x,y,z,Type,State,extra
10,1,40,8,19,0
0,40,23,8,19,0
19,26,47,8,19,0
9,24,46,8,19,0
48,21,43,8,19,0
20,25,47,8,19,0
25,18,36,8,19,0
22,22,46,8,19,0
17,6,38,8,19,0
10,2,40,8,19,0
13,0,36,8,19,0
46,15,27,8,19,0
3,28,43,8,19,0
49,18,30,8,19,0
5,26,46,8,19,0
3,26,45,8,19,0
9,37,43,8,19,0
8,23,47,8,19,0
25,21,39,8,19,0
1,39,24,8,19,0
4,24,45,8,19,0
9,41,47,8,19,0
0,39,40,8,19,0
0,43,27,8,19,0
40,20,47,8,19,0
49,22,35,8,19,0
49,19,31,8,19,0
49,20,32,8,19,0
3,35,29,8,19,0
9,36,42,8,19,0
7,22,48,8,19,0
35,19,48,8,19,0
3,35,30,8,19,0
9,46,49,8,19,0
5,34,45,8,19,0
25,19,37,8,19,0
5,27,46,8,19,0
31,12,36,8,19,0
3,34,37,8,19,0
0,42,27,8,19,0
5,24,46,8,19,0
49,22,36,8,19,0
14,0,35,8,19,0
49,18,48,8,19,0
39,20,46,8,19,0
10,3,40,8,19,0
46,20,43,8,19,0
17,7,39,8,19,0
5,25,45,8,19,0
22,21,43,8,19,0
2,38,15,8,19,0
29,12,34,8,19,0
43,20,46,8,19,0
0,39,26,8,19,0
9,38,44,8,19,0
47,20,48,8,19,0
0,40,21,8,19,0
9,39,45,8,19,0
5,25,46,8,19,0
5,0,38,8,19,0
17,2,34,8,19,0
0,45,29,8,17,0
5,0,38,8,17,0
2,38,25,8,19,0
6,26,44,8,19,0
27,13,33,8,19,0
9,4,40,8,19,0
10,32,40,8,19,0
21,16,48,8,19,0
49,21,42,8,19,0
27,15,48,8,19,0
3,31,40,8,19,0
16,1,34,8,19,0
4,35,44,8,19,0
9,35,41,8,19,0
3,35,36,8,19,0
11,0,38,8,19,0
49,22,41,8,19,0
6,23,47,8,19,0
25,15,33,8,19,0
12,21,47,8,19,0
45,14,28,8,19,0
3,33,38,8,19,0
8,28,42,8,19,0
17,11,43,8,19,0
3,27,44,8,19,0
10,0,39,8,19,0
39,17,44,8,19,0
15,0,34,8,19,0
19,14,46,8,19,0
9,42,48,8,19,0
21,24,47,8,19,0
49,22,37,8,19,0
35,13,40,8,19,0
5,29,46,8,19,0
10,33,40,8,19,0
9,29,41,8,19,0
19,27,46,8,17,0
0,40,20,8,19,0
8,0,38,8,19,0
49,22,39,8,19,0
0,40,26,8,19,0
49,22,34,8,19,0
2,24,45,8,19,0
3,35,35,8,19,0
26,14,33,8,19,0
3,37,14,8,19,0
22,23,47,8,19,0
33,18,48,8,19,0
24,22,41,8,19,0
44,18,47,8,19,0
33,12,38,8,19,0
23,22,42,8,19,0
32,12,37,8,19,0
20,15,47,8,19,0
3,35,31,8,19,0
25,20,38,8,19,0
49,22,40,8,19,0
11,22,48,8,19,0
28,12,33,8,19,0
0,40,19,8,19,0
10,31,40,8,19,0
17,10,42,8,19,0
9,46,49,8,17,0
22,21,44,8,19,0
3,30,41,8,19,0
10,0,38,8,19,0
3,35,32,8,19,0
0,41,27,8,19,0
0,39,39,8,17,0
3,37,26,8,19,0
1,39,16,8,19,0
3,36,27,8,19,0
3,32,39,8,19,0
17,4,36,8,19,0
49,21,33,8,19,0
0,40,17,8,19,0
45,20,44,8,19,0
0,25,45,8,19,0
22,21,45,8,19,0
46,20,47,8,19,0
49,22,38,8,19,0
25,22,40,8,19,0
48,19,47,8,19,0
9,45,49,8,19,0
47,16,28,8,19,0
41,20,48,8,19,0
9,43,49,8,19,0
17,9,41,8,19,0
45,19,48,8,19,0
9,4,40,8,17,0
38,20,47,8,19,0
38,16,43,8,19,0
44,13,27,8,19,0
5,30,46,8,19,0
5,32,45,8,19,0
44,20,45,8,19,0
7,0,38,8,19,0
30,12,35,8,19,0
3,37,14,8,17,0
10,30,40,8,19,0
34,12,39,8,19,0
40,18,45,8,19,0
3,35,28,8,19,0
5,28,46,8,19,0
17,12,44,8,19,0
0,40,22,8,19,0
48,17,29,8,19,0
42,20,47,8,19,0
3,35,33,8,19,0
1,38,25,8,19,0
17,8,40,8,19,0
2,37,42,8,19,0
9,0,38,8,19,0
36,14,41,8,19,0
43,19,46,8,19,0
3,35,34,8,19,0
10,23,47,8,19,0
36,19,47,8,19,0
7,27,43,8,19,0
1,38,41,8,19,0
5,33,45,8,19,0
0,40,18,8,19,0
17,5,37,8,19,0
6,0,38,8,19,0
9,40,46,8,19,0
44,12,27,8,17,0
25,17,35,8,19,0
9,44,49,8,19,0
3,29,42,8,19,0
17,3,35,8,19,0
12,0,37,8,19,0
10,34,40,8,19,0
1,24,46,8,19,0
41,19,46,8,19,0
25,16,34,8,19,0
18,13,45,8,19,0
47,21,43,8,19,0
3,36,43,8,19,0
37,15,42,8,19,0
5,31,46,8,19,0
3,25,46,8,19,0
0,44,28,8,19,0
19,27,46,8,19,0
0,39,39,8,19,0
20,19,23,1,7,17833.2|9169|2|1
11,32,22,1,7,19320.7|2251|4|1
23,35,4,1,8,27457.7|33976|-1|0
29,46,5,1,7,29720.6|22607|2|1
49,34,48,6,16,0
15,42,18,1,7,29045.2|2501|1|1
46,12,47,3,10,0
13,43,21,1,8,19202.3|16556|-1|0
49,35,48,2,4,0
40,16,1,1,7,29859.7|36523|1|1
43,16,15,1,7,26899.4|44011|3|1
31,29,15,1,8,20160.3|23844|-1|0
14,44,49,1,6,43807.8|338207|10|0
41,31,3,1,8,21381.6|38825|-1|0
46,38,35,6,16,0
21,20,22,1,7,19052.6|14591|6|2
15,45,7,1,7,29720.6|22607|5|4
20,10,47,2,4,0
46,21,5,1,7,18501.4|29376|3|1
33,4,48,1,8,35636.8|35827|-1|0
13,15,6,1,7,26747.9|432|1|1
29,42,30,1,7,21750.1|33510|2|2
11,32,29,5,13,30060.5
36,40,19,1,8,24149.7|40830|-1|0
46,2,13,1,8,22988.8|41140|-1|0
48,4,26,1,7,30426.9|35827|3|3
2,23,8,1,8,19146.3|4049|-1|0
38,40,35,1,7,33254.2|37493|1|1
43,32,42,1,8,46220.3|42137|-1|0
48,10,21,1,7,26806|43637|1|1
27,31,4,1,7,20208.3|32231|5|2
15,47,23,1,7,29045.2|2501|1|1
29,1,2,1,8,23439.2|29048|-1|0
33,13,14,1,8,18202.5|18800|-1|0
0,34,48,3,10,0
0,49,0,2,5,0
37,48,21,1,7,24073.5|21422|6|0
38,20,13,1,7,18997.5|29423|6|0
27,19,18,1,8,19182.6|16224|-1|0
9,25,18,1,8,18480.7|13084|-1|0
0,44,6,1,8,28452.3|13778|-1|0
28,32,22,1,8,18615.6|39717|-1|0
35,49,33,1,7,23919.8|25902|2|1
44,30,12,1,7,17680.9|36231|3|1
3,39,8,1,8,22256.1|8427|-1|0
27,21,0,1,7,19821.8|20675|2|1
42,11,8,1,8,18202.5|18800|-1|0
21,9,9,1,8,17410.4|11746|-1|0
15,40,19,6,16,0
32,18,22,1,7,19839.4|23627|2|1
12,26,27,1,7,20075.8|11877|4|1
49,24,49,2,4,0
47,15,34,1,8,38902.2|31963|-1|0
1,49,49,3,9,0
17,37,31,1,7,26960|6795|2|4
6,34,30,1,7,30682.3|11877|3|4
38,6,33,1,8,28607.6|41817|-1|0
6,47,39,1,8,41021.1|5046|-1|0
36,40,8,1,7,30367.9|40793|6|2
30,30,30,1,7,19782.4|33510|2|1
34,0,11,1,7,21065.7|27581|3|1
49,22,47,3,9,0
23,26,37,1,8,28556.6|17974|-1|0
11,18,49,3,10,0
12,45,22,1,7,24869.2|16556|6|1
14,18,7,1,7,23842.9|2019|4|2
17,4,15,1,8,24504.2|26070|-1|0
0,24,43,2,4,0
14,24,13,1,8,20684.9|3816|-1|0
0,22,49,3,9,0
24,35,33,1,7,21569.5|8482|4|2
11,34,49,2,4,0
49,34,43,3,9,0
26,27,12,1,7,20327.2|29938|4|1
45,7,6,1,7,25833.1|43639|1|2
36,9,46,1,8,40407.5|31963|-1|0
49,47,45,5,13,45178.7
41,34,28,1,8,31973.7|41583|-1|0
49,28,11,1,7,21381.6|38825|2|8
47,37,26,1,8,27630.5|40482|-1|0
17,8,12,5,13,27645.9
33,45,14,1,7,18307.7|31236|4|2
45,44,23,1,7,29135.5|40080|3|1
42,12,5,1,7,29859.7|36523|2|1
15,38,21,1,8,18584.9|16556|-1|0
40,40,2,1,7,27457.7|33976|3|3
10,10,17,1,8,17833.2|9169|-1|0
18,20,5,1,7,20208.3|32231|2|4
23,20,36,1,7,25442.8|31239|2|1
47,19,2,1,8,21381.6|38825|-1|0
25,38,4,1,8,23967.6|25583|-1|0
6,31,48,1,7,46879.2|12133|6|1
46,25,1,1,8,21381.6|38825|-1|0
12,11,10,1,8,26764.2|12647|-1|0
19,20,6,1,8,18374.9|29335|-1|0
36,28,16,1,8,18071.8|17693|-1|0
27,30,7,1,8,18071.8|17693|-1|0
37,7,10,1,7,21065.7|27581|3|1
9,45,0,6,16,0
25,36,49,1,8,36983.1|17801|-1|0
25,33,46,1,8,35268.1|40482|-1|0
34,34,7,1,7,27457.7|33976|3|3
37,43,20,1,7,24073.5|21422|6|0
31,8,34,5,13,29018.2
44,49,12,1,7,29135.5|40080|3|1
35,12,12,1,7,18202.5|18800|5|2
