x,y,z,Type,State,extra
0,45,29,8,19,0
2,44,26,8,19,0
5,29,46,8,19,0
10,34,40,8,19,0
29,49,20,8,19,0
10,7,37,8,19,0
2,6,41,8,19,0
8,12,47,8,19,0
4,49,42,8,19,0
2,48,32,8,19,0
19,28,45,8,19,0
6,49,15,8,19,0
44,9,27,8,19,0
37,15,42,8,19,0
18,13,45,8,19,0
3,35,32,8,19,0
0,1,38,8,19,0
25,19,37,8,19,0
11,40,6,8,19,0
0,40,26,8,19,0
3,35,31,8,19,0
8,42,32,8,19,0
16,1,34,8,19,0
23,33,6,8,19,0
11,37,3,8,19,0
2,40,22,8,19,0
4,43,35,8,19,0
3,49,38,8,19,0
27,13,33,8,19,0
6,42,26,8,19,0
6,45,33,8,19,0
43,19,46,8,19,0
0,19,41,8,19,0
19,27,46,8,19,0
30,46,18,8,19,0
14,40,49,8,19,0
9,0,38,8,19,0
47,16,28,8,19,0
45,8,27,8,19,0
24,34,5,8,19,0
10,37,3,8,19,0
2,37,42,8,19,0
3,37,26,8,19,0
39,20,46,8,19,0
0,3,39,8,19,0
6,45,30,8,19,0
13,37,37,8,19,0
49,22,41,8,19,0
9,46,49,8,19,0
3,15,42,8,19,0
18,39,0,8,19,0
9,24,46,8,19,0
25,49,23,8,19,0
29,49,21,8,17,0
17,4,36,8,19,0
17,39,0,8,19,0
48,17,29,8,19,0
0,39,40,8,19,0
3,36,43,8,19,0
6,37,7,8,19,0
17,5,37,8,19,0
4,37,10,8,19,0
0,41,27,8,19,0
6,44,28,8,19,0
16,34,40,8,19,0
1,41,23,8,19,0
22,21,45,8,19,0
6,45,32,8,19,0
9,42,8,8,19,0
9,38,5,8,19,0
12,39,5,8,19,0
3,35,35,8,19,0
44,20,45,8,19,0
7,40,17,8,19,0
13,38,1,8,19,0
26,49,22,8,19,0
6,49,47,8,19,0
4,47,13,8,19,0
4,37,13,8,19,0
3,49,39,8,19,0
3,49,37,8,19,0
46,7,27,8,19,0
6,40,25,8,19,0
2,38,25,8,19,0
14,49,34,8,19,0
25,20,38,8,19,0
8,11,46,8,19,0
14,36,38,8,19,0
0,40,19,8,19,0
13,41,49,8,19,0
0,25,45,8,19,0
22,22,46,8,19,0
0,17,41,8,19,0
23,33,6,8,17,0
5,33,45,8,19,0
0,18,41,8,19,0
7,27,43,8,19,0
8,5,39,8,19,0
8,28,42,8,19,0
6,26,44,8,19,0
6,38,8,8,19,0
7,11,42,8,19,0
49,22,40,8,19,0
7,37,6,8,19,0
17,9,41,8,19,0
10,40,34,8,19,0
8,40,16,8,19,0
12,0,37,8,19,0
24,49,24,8,19,0
10,30,40,8,19,0
11,8,38,8,19,0
5,31,46,8,19,0
17,2,34,8,19,0
4,0,38,8,19,0
38,16,43,8,19,0
5,30,46,8,19,0
9,41,47,8,19,0
11,9,39,8,19,0
0,4,39,8,19,0
0,20,41,8,19,0
15,49,33,8,19,0
0,43,27,8,19,0
0,40,22,8,19,0
3,49,35,8,19,0
8,14,48,8,19,0
3,49,36,8,19,0
44,11,27,8,19,0
10,3,40,8,19,0
9,46,19,8,17,0
17,11,43,8,19,0
21,39,0,8,19,0
46,3,27,8,19,0
6,37,25,8,19,0
7,48,48,8,19,0
5,32,45,8,19,0
18,36,47,8,19,0
1,38,25,8,19,0
45,14,28,8,19,0
0,20,41,8,17,0
10,38,4,8,19,0
19,14,46,8,19,0
16,49,32,8,19,0
19,30,43,8,19,0
0,46,30,8,19,0
22,49,26,8,19,0
6,45,29,8,19,0
19,26,47,8,19,0
6,12,42,8,19,0
6,49,45,8,19,0
25,17,35,8,19,0
20,15,47,8,19,0
17,3,35,8,19,0
44,18,47,8,19,0
35,13,40,8,19,0
8,37,5,8,19,0
16,39,0,8,19,0
6,35,25,8,19,0
27,49,21,8,19,0
9,37,4,8,19,0
44,13,27,8,19,0
8,15,49,8,19,0
4,8,43,8,19,0
9,45,49,8,19,0
13,49,35,8,19,0
3,28,43,8,19,0
6,39,25,8,19,0
31,47,20,8,17,0
8,46,44,8,19,0
11,22,48,8,19,0
6,36,25,8,19,0
0,32,30,8,19,0
6,44,30,8,19,0
3,7,42,8,19,0
49,20,32,8,19,0
22,23,47,8,19,0
7,48,17,8,19,0
16,38,49,8,19,0
12,40,12,8,17,0
15,39,0,8,19,0
3,49,34,8,19,0
46,4,27,8,19,0
28,49,20,8,19,0
8,47,18,8,19,0
8,49,40,8,19,0
10,23,47,8,19,0
1,47,31,8,19,0
7,11,45,8,19,0
14,0,35,8,19,0
5,24,46,8,19,0
8,15,49,8,17,0
49,18,48,8,19,0
46,5,27,8,19,0
3,33,38,8,19,0
3,35,33,8,19,0
33,18,48,8,19,0
9,39,45,8,19,0
32,12,37,8,19,0
7,43,31,8,19,0
0,40,18,8,19,0
28,12,33,8,19,0
1,5,40,8,19,0
49,22,34,8,19,0
13,0,36,8,19,0
11,0,38,8,19,0
23,37,2,8,19,0
28,48,20,8,19,0
46,1,27,8,19,0
33,46,18,8,17,0
5,32,28,8,19,0
19,29,44,8,19,0
30,48,20,8,19,0
41,20,48,8,19,0
3,49,33,8,19,0
9,40,15,8,19,0
6,34,26,8,19,0
49,22,35,8,19,0
10,31,40,8,19,0
9,45,45,8,19,0
10,1,40,8,19,0
0,40,21,8,19,0
11,39,35,8,19,0
0,2,39,8,19,0
36,19,47,8,19,0
10,0,38,8,19,0
49,21,42,8,19,0
24,36,3,8,19,0
45,19,48,8,19,0
19,49,29,8,19,0
9,37,43,8,19,0
39,17,44,8,19,0
8,11,42,8,19,0
21,16,48,8,19,0
11,43,47,8,19,0
1,38,41,8,19,0
9,11,42,8,19,0
0,39,39,8,19,0
2,0,38,8,19,0
11,38,3,8,19,0
20,34,45,8,17,0
3,27,44,8,19,0
12,21,47,8,19,0
49,19,31,8,19,0
5,0,38,8,19,0
10,0,39,8,19,0
49,22,37,8,19,0
30,12,35,8,19,0
28,49,21,8,19,0
0,32,30,8,17,0
27,15,48,8,19,0
9,29,41,8,19,0
6,43,27,8,19,0
3,40,21,8,19,0
3,35,28,8,19,0
49,21,33,8,19,0
10,2,40,8,19,0
3,30,41,8,19,0
1,40,38,8,19,0
38,20,47,8,19,0
49,22,36,8,19,0
19,39,0,8,19,0
1,0,38,8,19,0
3,42,36,8,19,0
6,49,42,8,19,0
41,19,46,8,19,0
25,16,34,8,19,0
25,21,39,8,19,0
46,0,27,8,17,0
18,49,30,8,19,0
6,49,46,8,19,0
3,32,30,8,19,0
2,32,30,8,19,0
46,20,43,8,19,0
3,35,36,8,19,0
6,10,45,8,19,0
15,35,39,8,19,0
6,49,43,8,19,0
7,22,48,8,19,0
43,20,46,8,19,0
12,49,36,8,19,0
6,40,18,8,19,0
0,40,20,8,19,0
7,44,10,8,19,0
8,38,6,8,19,0
5,25,45,8,19,0
9,36,42,8,19,0
2,38,15,8,19,0
20,39,0,8,19,0
4,37,12,8,19,0
3,45,27,8,19,0
6,41,25,8,19,0
1,24,46,8,19,0
4,40,20,8,19,0
1,39,24,8,19,0
3,36,27,8,19,0
0,42,27,8,19,0
21,24,47,8,19,0
47,21,43,8,19,0
5,38,9,8,19,0
42,20,47,8,19,0
5,37,8,8,19,0
2,24,45,8,19,0
9,6,38,8,19,0
7,49,41,8,19,0
6,49,44,8,19,0
6,45,31,8,19,0
3,26,45,8,19,0
3,34,37,8,19,0
1,32,30,8,19,0
3,35,34,8,19,0
12,37,3,8,19,0
4,24,45,8,19,0
34,12,39,8,19,0
25,18,36,8,19,0
48,19,47,8,19,0
49,22,39,8,19,0
11,11,41,8,19,0
6,23,47,8,19,0
0,44,28,8,19,0
17,7,39,8,19,0
5,34,45,8,19,0
8,47,49,8,19,0
10,33,40,8,19,0
1,39,16,8,19,0
12,38,36,8,19,0
6,38,25,8,19,0
17,33,41,8,19,0
8,13,47,8,19,0
22,38,1,8,19,0
25,15,33,8,19,0
4,46,28,8,19,0
2,41,37,8,19,0
29,12,34,8,19,0
19,31,42,8,19,0
12,38,2,8,19,0
12,42,48,8,19,0
3,29,42,8,19,0
46,6,27,8,19,0
5,9,44,8,19,0
9,44,49,8,19,0
47,20,48,8,19,0
9,41,33,8,19,0
10,44,46,8,19,0
26,14,33,8,19,0
9,42,48,8,19,0
24,22,41,8,19,0
44,12,27,8,19,0
15,39,49,8,19,0
22,21,44,8,19,0
46,0,27,8,19,0
5,13,42,8,19,0
6,33,27,8,19,0
20,25,47,8,19,0
5,44,34,8,19,0
29,47,19,8,19,0
3,49,41,8,19,0
13,38,4,8,19,0
9,35,41,8,19,0
17,10,42,8,19,0
7,0,38,8,19,0
5,46,12,8,19,0
0,40,23,8,19,0
5,25,46,8,19,0
5,48,14,8,19,0
23,49,25,8,19,0
31,12,36,8,19,0
3,25,46,8,19,0
46,20,47,8,19,0
6,48,43,8,19,0
21,49,27,8,19,0
17,37,48,8,19,0
10,41,7,8,19,0
5,45,29,8,19,0
4,14,42,8,19,0
10,32,40,8,19,0
3,32,39,8,19,0
46,2,27,8,19,0
44,10,27,8,19,0
8,23,47,8,19,0
17,8,40,8,19,0
4,31,29,8,19,0
8,0,38,8,19,0
4,35,44,8,19,0
9,40,46,8,19,0
5,28,46,8,19,0
0,39,26,8,19,0
6,0,38,8,19,0
6,45,11,8,19,0
22,21,43,8,19,0
45,20,44,8,19,0
9,4,40,8,19,0
17,6,38,8,19,0
1,16,41,8,19,0
0,42,24,8,19,0
5,49,43,8,19,0
9,43,49,8,19,0
5,40,19,8,19,0
14,38,0,8,19,0
15,0,34,8,19,0
17,49,31,8,19,0
4,37,11,8,19,0
9,49,39,8,19,0
46,15,27,8,19,0
25,35,4,8,19,0
36,14,41,8,19,0
10,49,38,8,19,0
8,43,9,8,19,0
23,22,42,8,19,0
3,37,14,8,19,0
1,43,25,8,19,0
7,47,43,8,19,0
49,18,30,8,19,0
31,46,18,8,19,0
11,10,40,8,19,0
3,31,40,8,19,0
48,21,43,8,19,0
20,49,28,8,19,0
9,38,44,8,19,0
33,12,38,8,19,0
49,22,38,8,19,0
35,19,48,8,19,0
7,49,16,8,19,0
0,40,17,8,19,0
3,49,40,8,19,0
40,18,45,8,19,0
2,15,41,8,19,0
3,35,29,8,19,0
7,38,7,8,19,0
10,11,42,8,19,0
3,35,30,8,19,0
25,22,40,8,19,0
11,49,37,8,19,0
4,37,9,8,19,0
3,0,38,8,19,0
40,20,47,8,19,0
17,12,44,8,19,0
5,26,46,8,19,0
18,32,42,8,19,0
5,27,46,8,19,0
29,49,21,8,19,0
10,40,14,8,19,0
32,46,18,8,19,0
9,46,19,8,19,0
31,47,20,8,19,0
11,40,13,8,19,0
19,35,46,8,19,0
22,1,27,1,7,20824.9|114087|2|2
43,47,20,1,8,32742.4|40080|-1|0
39,1,1,1,7,29859.7|36523|0|2
26,7,21,1,7,20327.2|29938|2|7
18,49,48,2,4,0
48,33,9,1,7,25833.1|43639|3|3
43,27,18,6,16,0
32,49,27,3,9,0
2,20,42,1,7,43106.1|16224|4|2
28,1,6,1,8,29859.7|36523|-1|0
25,49,44,2,4,0
7,21,42,1,7,37243.9|8427|1|1
21,31,38,1,7,44224.2|26893|6|0
48,21,31,1,7,39310.8|297820|3|3
42,18,7,1,7,24038.4|15493|2|1
30,14,2,1,7,24038.4|15493|1|3
33,44,49,2,4,0
35,46,35,2,4,0
16,22,8,1,7,24038.4|15493|1|1
41,19,9,1,8,25594.8|38189|-1|0
40,19,8,1,7,25594.8|38189|1|1
18,40,26,3,9,0
23,28,29,1,7,28837|6959|2|3
27,11,25,1,7,19351.1|11746|2|1
18,17,15,1,7,19853.1|22377|2|3
9,8,48,1,7,40699.6|1031|6|0
49,18,18,1,8,26806|43637|-1|0
36,8,12,1,7,20327.2|29938|5|1
37,10,0,5,13,38299.2
21,9,16,1,8,21478.6|26333|-1|0
26,25,16,5,13,21613.9
37,15,36,1,7,39310.8|297820|2|1
36,5,22,1,8,45114|36987|-1|0
33,49,47,3,9,0
6,47,18,1,7,34756.1|13778|6|0
25,48,46,2,5,0
26,49,49,2,4,0
24,39,27,1,7,41312.5|6959|6|0
15,37,14,1,7,22875.7|29938|6|0
38,35,26,1,7,30458.2|23301|1|6
17,45,49,2,4,0
35,49,13,1,7,29235.2|40830|3|3
3,8,20,1,8,26747.9|432|-1|0
18,27,4,1,8,19821.8|20675|-1|0
23,5,2,1,8,23936|7620|-1|0
13,9,17,1,8,22631.2|15656|-1|0
21,23,18,1,8,23719.9|27501|-1|0
46,14,22,1,8,26806|43637|-1|0
41,41,6,1,7,34134|42059|4|1
35,23,3,1,8,18374.9|29335|-1|0
17,14,4,1,8,22631.2|15656|-1|0
49,14,18,5,13,38090.7
5,38,14,1,7,24064|32231|3|3
37,49,41,2,4,0
10,11,45,1,7,28790.3|36977|1|4
19,17,34,1,7,39310.8|44011|2|1
25,0,4,1,7,29859.7|36523|6|0
29,28,7,6,16,0
16,46,21,1,7,40796.9|42382|1|2
19,1,13,1,8,22631.2|15656|-1|0
49,9,41,2,4,0
0,47,49,3,9,0
39,9,26,1,7,26092.1|42790|2|1
1,8,14,1,8,24504.2|26070|-1|0
14,8,14,1,8,20914.7|7749|-1|0
38,20,22,1,8,22597.3|37047|-1|0
39,29,1,1,7,29647.1|3219|1|1
17,5,2,1,7,22027.9|3816|5|1
26,17,21,1,8,20297.3|23627|-1|0
28,49,47,2,5,0
42,11,21,1,7,27043.7|14085|4|2
36,8,0,1,7,24038.4|15493|5|1
28,16,32,1,7,44339.2|42137|3|3
15,7,2,1,8,26747.9|432|-1|0
21,34,21,1,8,27734.7|33976|-1|0
42,0,5,5,13,29421.5
2,4,12,1,8,19559.3|21865|-1|0
9,47,1,1,8,30071.2|2444|-1|0
35,33,11,1,7,27457.7|33976|4|2
46,9,16,6,16,0
28,16,1,1,8,21065.7|27581|-1|0
17,40,27,2,4,0
40,18,14,1,8,17643.2|17406|-1|0
25,5,48,2,4,0
38,39,20,6,16,0
14,48,43,2,4,0
31,34,14,1,7,29135.5|40080|4|2
25,25,28,1,7,22344.1|36394|1|4
44,22,10,1,7,18071.8|358968|6|0
37,29,9,1,7,22597.3|37047|4|2
25,36,12,1,7,22825.8|20546|3|2
15,13,40,1,7,31842.7|11713|6|0
13,2,33,1,8,35771|36977|-1|0
0,48,19,2,4,0
29,35,10,1,8,27952.3|27343|-1|0
14,49,18,1,8,39021.9|42382|-1|0
30,49,37,3,9,0
38,8,15,1,7,26580.7|41856|2|2
28,46,29,2,5,0
6,1,21,1,7,26764.2|12647|3|3
28,3,5,1,7,29859.7|36523|1|1
36,15,0,5,13,22544.9
28,12,19,1,7,26343.5|29042|6|0
36,19,31,1,7,39310.8|44011|2|1
46,13,4,1,7,24038.4|15493|6|2
39,8,33,1,8,45114|36987|-1|0
14,37,3,1,7,25756.2|8241|1|2
17,11,29,1,7,25998|16970|2|1
6,4,8,1,7,25709.1|26070|3|1
42,41,22,1,7,31332.6|43639|3|3
14,32,8,1,7,27144|13778|4|2
8,17,0,1,8,24038.4|15493|-1|0
15,31,7,1,7,20208.3|32231|3|1
28,7,36,1,8,25854.3|16224|-1|0
28,20,12,1,8,18995.7|18800|-1|0
0,16,19,5,13,17207.1
40,4,3,1,7,25967.6|28948|1|1
32,12,3,1,8,24038.4|15493|-1|0
27,3,24,1,7,18234.1|11746|2|2
48,4,1,1,7,33360.6|28948|4|2
24,49,37,2,4,0
16,49,32,2,4,0
13,37,0,1,8,21508.9|7107|-1|0
19,48,49,2,4,0
36,21,5,1,7,29647.1|3219|6|0
40,23,4,1,8,19982.5|27643|-1|0
14,22,16,1,7,19853.1|22377|1|1
32,44,24,1,7,42115.2|27343|2|1
30,18,35,1,7,30451.8|30629|6|0
39,22,30,1,8,22597.3|37047|-1|0
36,15,7,1,7,24038.4|15493|1|1
1,33,34,6,16,0
19,13,27,1,7,30451.8|30629|2|3
14,49,10,1,7,30071.2|2444|6|2
16,49,41,6,16,0
41,12,1,1,7,29859.7|36523|5|1
28,1,7,1,7,29859.7|36523|6|0
3,19,2,1,7,28319.5|2545|3|3
47,13,49,2,5,0
43,45,31,6,16,0
2,23,7,5,13,31900.7
31,13,17,1,7,26092.1|42790|2|1
7,14,23,1,7,17833.2|9169|1|6
17,38,11,1,8,23842.9|2019|-1|0
14,9,30,1,7,19853.1|428763|2|3
45,38,28,1,8,33204.9|25902|-1|0
11,48,17,1,7,36034.7|15002|2|1
45,32,24,1,7,36706.2|42790|6|0
7,12,28,1,8,17916.5|114087|-1|0
19,0,12,1,8,20914.7|7749|-1|0
35,42,19,1,7,34134|42059|6|3
37,49,48,2,4,0
39,17,11,1,7,24038.4|15493|6|0
30,22,33,1,7,33463|8482|4|1
9,8,18,1,7,26764.2|12647|3|3
15,38,16,1,8,25871.7|29938|-1|0
45,8,9,6,16,0
28,45,49,2,4,0
34,19,39,1,8,47282.8|26499|-1|0
39,44,11,1,7,23694.1|41357|6|0
28,45,31,2,4,0
20,13,0,6,16,0
27,5,29,1,7,20104.9|455800|3|3
10,24,3,1,8,20208.3|32231|-1|0
4,8,44,1,8,32508.9|994|-1|0
8,41,26,1,7,36684.1|8427|1|1
45,49,49,6,16,0
43,34,10,1,8,27457.7|33976|-1|0
13,19,8,6,16,0
4,49,33,2,4,0
25,14,19,1,7,26343.5|29042|6|0
30,12,16,1,8,23936|7620|-1|0
48,0,47,2,4,0
21,5,12,6,16,0
37,5,18,1,7,26388.8|41140|6|1
49,14,19,1,8,26806|43637|-1|0
21,5,22,1,7,26764.2|12647|3|1
25,24,8,1,7,18995.7|18800|4|2
34,13,13,1,8,24038.4|15493|-1|0
40,6,13,1,8,23967.6|25583|-1|0
10,49,45,2,4,0
12,46,25,1,7,42336|10809|3|1
27,17,38,1,7,30451.8|30629|6|0
41,10,8,6,16,0
35,26,6,1,7,25594.8|38189|3|1
19,26,25,1,7,33085.4|404776|2|4
20,30,29,1,7,33085.4|29786|1|2
48,9,15,1,7,26580.7|41856|2|2
45,8,0,1,7,29018.3|38189|4|2
27,48,31,6,16,0
49,0,30,3,9,0
13,5,5,1,8,20684.9|3816|-1|0
23,49,43,2,4,0
35,13,20,1,7,19351.1|11746|3|3
15,49,30,2,4,0
30,0,37,1,7,39471|30629|6|0
2,29,4,1,7,28319.5|2545|2|1
28,24,49,2,4,0
44,22,18,1,7,21481.6|18800|5|1
21,39,0,1,8,22163.5|40830|-1|0
6,21,17,1,8,27556.9|10704|-1|0
40,32,26,1,7,44339.2|42137|2|1
18,0,30,5,13,34961.8
33,49,28,3,10,0
11,2,24,1,8,19471.5|11746|-1|0
49,16,47,3,9,0
19,19,28,5,14,35813.4
15,34,0,1,8,22825.8|20546|-1|0
18,26,37,1,8,41521.3|11674|-1|0
39,0,0,6,16,0
47,29,4,1,7,25594.8|38189|1|1
22,43,16,1,7,32241.3|22607|3|2
27,20,14,1,8,24038.4|15493|-1|0
4,10,13,1,7,25709.1|26070|3|1
16,43,8,6,16,0
28,25,49,1,8,48080.4|41817|-1|0
19,45,2,1,6,30071.2|2444|10|0
13,40,20,1,7,32299.4|22377|6|0
20,49,34,2,4,0
1,1,6,1,7,25709.1|26070|3|1
47,11,17,1,7,26580.7|41856|2|2
48,15,47,3,10,0
46,4,30,6,16,0
25,9,23,1,7,20327.2|422378|6|4
40,8,32,5,13,25969.4
31,32,17,1,7,21145.3|36231|6|0
1,36,4,1,7,22205.6|32231|3|3
15,30,2,1,7,29608.3|15339|2|3
30,3,27,6,16,0
38,25,39,1,8,48080.4|41817|-1|0
31,10,22,1,7,21065.7|27581|2|4
23,11,17,1,8,20914.7|7749|-1|0
42,4,1,1,8,24824.4|29048|-1|0
32,9,4,1,8,19982.5|27643|-1|0
36,44,13,1,8,29135.5|40080|-1|0
18,17,1,1,7,18995.7|18800|5|1
21,49,36,2,4,0
12,1,48,1,7,28790.3|36977|6|1
40,23,37,2,4,0
12,43,18,1,8,33071.5|42382|-1|0
41,32,14,1,7,19230|358968|2|3
29,38,28,1,7,40146.9|40830|6|0
28,13,28,1,7,33085.4|29786|1|2
13,18,3,1,8,24038.4|15493|-1|0
14,49,49,2,4,0
42,4,25,6,16,0
43,26,25,1,7,31221.1|29938|5|2
18,12,42,5,13,28871.3
